final_date,AARTIIND_close,AARTIIND_low,AARTIIND_moving_avg,AARTIIND_true_false,AIAENG_close,AIAENG_low,AIAENG_moving_avg,AIAENG_true_false,ALKYLAMINE_close,ALKYLAMINE_low,ALKYLAMINE_moving_avg,ALKYLAMINE_true_false,ASIANPAINT_close,ASIANPAINT_low,ASIANPAINT_moving_avg,ASIANPAINT_true_false,ASTRAL_close,ASTRAL_low,ASTRAL_moving_avg,ASTRAL_true_false,ATUL_close,ATUL_low,ATUL_moving_avg,ATUL_true_false,BAJAJFINSV_close,BAJAJFINSV_low,BAJAJFINSV_moving_avg,BAJAJFINSV_true_false,BAJFINANCE_close,BAJFINANCE_low,BAJFINANCE_moving_avg,BAJFINANCE_true_false,COLPAL_close,COLPAL_low,COLPAL_moving_avg,COLPAL_true_false,CUB_close,CUB_low,CUB_moving_avg,CUB_true_false,DABUR_close,DABUR_low,DABUR_moving_avg,DABUR_true_false,DEEPAKNTR_close,DEEPAKNTR_low,DEEPAKNTR_moving_avg,DEEPAKNTR_true_false,DMART_close,DMART_low,DMART_moving_avg,DMART_true_false,GARFIBRES_close,GARFIBRES_low,GARFIBRES_moving_avg,GARFIBRES_true_false,HAVELLS_close,HAVELLS_low,HAVELLS_moving_avg,HAVELLS_true_false,HCLTECH_close,HCLTECH_low,HCLTECH_moving_avg,HCLTECH_true_false,HDFC_close,HDFC_low,HDFC_moving_avg,HDFC_true_false,HDFCBANK_close,HDFCBANK_low,HDFCBANK_moving_avg,HDFCBANK_true_false,HDFCLIFE_close,HDFCLIFE_low,HDFCLIFE_moving_avg,HDFCLIFE_true_false
31-12-2013,49.525,49.5,41.3475,1,478.4,478.05,345.57,1,125.975,125.975,73.66875,1,490,486.5,444.21225,1,99.01502,98.40002,51.2689625,1,451.35,440,336.855,1,742.7,723.05,736.033935,0,158.125,155.145,121.355867,1,676.675,673.05,652.11125,1,42.72727,41.57025,40.89175,1,170.35,169.8,141.7125,1,30.01,30.01,23.94625,1,NA,NA,NA,NA,54,54,47.75,1,158.18,157.29,128.3835,1,315.6375,309.5375,193.273125,1,818.2,818.2,785.5525,1,332.925,330.05,316.23875,1,NA,NA,NA,NA
29-11-2013,42.2,41.225,40.665,1,419.4,410.25,339.4025,1,110,110,69.7325,1,503.65,502.2,437.34625,1,75.60002,75.00002,47.518212,1,412.15,406.25,324.0875,1,732.4,712.6,734.842345,0,141.055,137.6,117.6944555,1,631.5,621.425,646.00125,0,40.66116,38.92562,40.496937,0,165.65,163.3,138.7875,1,30,30,23.2615,1,NA,NA,NA,NA,52,50.6,47.4975,1,150.78,148.6,126.0275,1,271.5,265.625,183.891875,1,823.8,812.25,778.3225,1,330.65,327.5,313.155,1,NA,NA,NA,NA
31-10-2013,39.825,38.65,40.0675,0,386.6,385,336.825,1,90,90,66.39125,1,539.45,526.6,428.37375,1,75.82502,74.70002,44.9052115,1,376.95,375,313.0775,1,638.1,623.25,728.26115,0,135.305,130.04,114.5977415,1,619.525,617.5,642.3825,0,39.66942,38.76033,40.1982775,0,178.65,175.65,135.835,1,26.855,26.855,22.479,1,NA,NA,NA,NA,51,51,47.3025,1,147.93,146.44,124.2095,1,273.8375,271.5375,176.3575,1,855.05,844.05,770.7975,1,340.4,336.7,309.61875,1,NA,NA,NA,NA
30-09-2013,35.125,34.45,39.55,0,314.3,313,334.9875,0,70.5,70.5,63.955,1,459.25,456.4,417.254,1,64.48502,62.92501,42.2272605,1,325.9,323.95,303.2775,1,605.45,592.3,727.885845,0,116.55,115.51,111.6726665,1,619.95,612.5,637.62,0,35.04132,34.79339,39.906292,0,169.5,168.2,132.105,1,25.4,25,22.0115,1,NA,NA,NA,NA,47,47,47.3075,0,127.17,124.4,122.239,1,271.8,268,168.7275,1,764.25,755.7,761.2025,0,296.525,293.85,305.52625,0,NA,NA,NA,NA
30-08-2013,33.75,33.4,39.1875,0,322.8,320,333.8425,0,70,70,62.45875,1,420.95,393.75,409.268,0,61.72802,58.33801,39.9276095,1,295,292,295.735,0,590.1,585,719.679465,0,102.68,98,109.491754,0,601.65,595,631.705,0,32.93388,32.7686,39.7044565,0,163.1,158.55,128.34,1,23,23,21.4925,1,NA,NA,NA,NA,40.95,39,47.6075,0,120.48,119.61,120.69,0,260.1125,252.475,160.608125,1,718.65,698.5,757.8825,0,297,285.325,303.0025,0,NA,NA,NA,NA
31-07-2013,39.025,37.7,38.675,0,307.05,291,331.255,0,70,70,60.98375,1,507.6,495.15,401.18225,1,65.27402,63.91801,37.6203085,1,309.7,302.1,287.705,1,589.6,586.25,711.26058,0,114.395,110.98,107.302374,1,687.95,663.55,626.38625,1,39.00826,37.68595,39.607993,0,161.4,160.1,125.1575,1,26.15,26.15,21.1075,1,NA,NA,NA,NA,41.1,41.1,47.835,0,121.69,119.94,118.518,1,234.3875,219.25,152.451875,1,800.45,794.6,754.5525,1,304.875,303.45,298.82375,1,NA,NA,NA,NA
28-06-2013,39.7,39.5,37.94125,1,330.15,318.15,329.65,0,70.075,70.075,59.83125,1,463.65,454.5,390.199,1,66.72601,66.60001,35.1912075,1,299.8,295,280.745,1,642.5,635,702.608795,0,138.475,134.67,104.644805,1,678.45,669,617.025,1,45.61984,44.91736,39.197082,1,155.4,151.75,121.8525,1,28,27,20.589,1,NA,NA,NA,NA,44,44,48.1075,0,147.05,142.79,116.571,1,194,192.475,145.53,1,879.05,839,746.615,1,334.75,324.55,294.6425,1,NA,NA,NA,NA
31-05-2013,43.875,43.5,37.15875,1,317.4,286.65,328.6525,0,70.5,70.5,58.6775,1,486.31,485.02,382.81425,1,63.00001,62.40002,33.0054075,1,348.15,347,275.5075,1,662.95,661.3,697.10363,0,147.235,145.6,101.0487205,1,725.025,723.625,608.15625,1,45.78512,45.49587,38.5503585,1,156.35,155.8,119.1475,1,27.5,27.5,20.089,1,NA,NA,NA,NA,43.75,43.75,48.65,0,147.77,144.3,112.773,1,186.2125,185.0125,141.376875,1,890.15,883.65,737.105,1,350.25,348.85,290.155,1,NA,NA,NA,NA
30-04-2013,45.975,45.5,36.155,1,308.35,306,328.4,0,77.5,74.975,57.29625,1,468.125,463.105,374.2865,1,45.61801,45.01201,30.9783075,1,366.5,365.05,268.565,1,741.9,740.1,689.71631,1,122.625,121.555,96.7702835,1,735.725,707.5,596.47375,1,45.20661,44.71074,37.8417295,1,147.8,144.75,116.48,1,27.5,27.5,19.54425,1,NA,NA,NA,NA,44.5,44.5,49.1175,0,131.69,130.46,109.039,1,180.35,174.8125,137.180625,1,847.6,843.65,724.6425,1,341.15,338.4,284.33375,1,NA,NA,NA,NA
28-03-2013,40.275,37.325,35,1,317.9,305.05,329.2275,0,76,75,55.57375,1,491.725,484.71,367.3105,1,43.73401,43.20001,29.828107,1,299.3,291.55,260.1925,1,771.55,757.95,679.00044,1,114.81,110.655,93.6278605,1,620.825,612.75,583.46375,1,43.42975,43.05785,37.2263955,1,136.95,132.8,114.6275,1,26.5,26.2,19.1335,1,NA,NA,NA,NA,42.65,42.25,49.68,0,128.76,111.4,105.805,1,198.75,195,133.32625,1,826.25,805.2,715.395,1,312.675,303.475,279.075,1,NA,NA,NA,NA
28-02-2013,42.075,41.5,34.27125,1,317.8,316.55,332.5175,0,72.5,72.25,54.02625,1,427.22,422.5,358.39425,1,47.97001,47.76001,28.836007,1,319.95,316.9,255.5025,1,810.2,808.8,666.73821,1,128.135,126.625,91.2910525,1,636.1,627.05,576.82,1,45.53719,44.71074,36.814339,1,126.4,124.45,112.9825,1,26.19,25.61,18.86475,1,NA,NA,NA,NA,45.55,45.3,50.595,0,127.58,118.44,102.9975,1,180.85,179.975,129.47375,1,757.65,750,708.5325,1,312.675,309.675,275.61125,1,NA,NA,NA,NA
31-01-2013,50.15,49.275,33.37375,1,324,318.5,335.2575,0,87.075,85.325,52.48375,1,450.115,448.25,352.95875,1,42.41401,41.88601,27.6003065,1,361.65,357.1,248.4025,1,852,832.5,651.48979,1,129.175,128.1,87.8471395,1,675.05,667,569.57375,1,51.1157,50.41322,36.132411,1,132.7,128.5,112.3625,1,25.99,25.5,18.48025,1,NA,NA,NA,NA,48.95,48.55,51.4,0,131.66,130.6,100.4635,1,172,170.025,126.615625,1,786.55,784.55,705.965,1,321.525,320.05,272.55525,1,NA,NA,NA,NA
31-12-2012,50.5,49.625,32.1975,1,328.05,325.1,337.06,0,72.7,70.325,50.18625,1,443.255,438.18,346.12,1,42.60001,42.52201,26.5296065,1,423,420.6,239.315,1,903.55,900.1,634.35523,1,131.3821,129.2203,84.3842605,1,783.55,765,558.1625,1,46.15702,45.61984,35.157253,1,128.9,128.5,111.6075,1,26.505,26.505,18.08325,1,NA,NA,NA,NA,50.4,50,52.1225,0,127.32,126.44,97.975,1,154.675,154,124.450625,1,828.85,827,700.84,1,339.3,337,268.47675,1,NA,NA,NA,NA
30-11-2012,46.325,45.4,31.06,1,334.85,332.7,338.88,0,70.125,70,48.61375,1,433.035,429.04,337.83025,1,41.95801,41.76001,25.398306,1,424.6,422.25,227.39,1,882.2,866,615.139315,1,133.8013,132.6257,81.2132605,1,720.525,717.65,541.59375,1,42.9752,42.9752,34.4067845,1,128.05,126.05,110.22,1,26.52,24.91,17.676,1,NA,NA,NA,NA,50.95,50.4,52.955,0,114.76,114.37,95.579,1,164.125,157.8875,123.231875,1,843.5,822,694.7375,1,351.975,344.8,262.9895,1,NA,NA,NA,NA
31-10-2012,46.3,43.5,29.97,1,389.45,366,339.555,1,70.825,70.25,47.1825,1,387.12,385.105,328.8075,1,41.73001,39.74401,24.1038055,1,397.5,395.2,214.875,1,851.55,840.75,596.78458,1,124.8239,123.3908,77.9230015,1,642.8,637,525.92,1,40.5885,40.08785,33.860108,1,124.35,123.65,108.6225,1,20.03,19.655,17.233,1,NA,NA,NA,NA,51,51,53.3575,0,115.39,113.44,93.548,1,152,150.75,121,1,762.35,744.15,687.6225,1,317.1,315.025,257.12,1,NA,NA,NA,NA
28-09-2012,39.3,39,28.8525,1,356.9,355.15,336.1325,1,66.475,65.025,45.71625,1,393.48,390,321.455,1,35.89801,35.40001,22.759205,1,337,330.1,202.705,1,873.6,856,575.46758,1,114.6223,113.1941,74.6679615,1,603.5,599.225,514.3125,1,37.5846,37.29851,33.397006,1,128,124.25,107.3925,1,17.585,17.5,17.2015,1,NA,NA,NA,NA,49.25,49,53.7025,0,124.9,124.21,90.9485,1,144.3625,143.1375,118.930625,1,774.4,763.05,680.965,1,314.575,313.05,251.52625,1,NA,NA,NA,NA
31-08-2012,35.75,35.4,28.2175,1,335.15,327.9,337.8525,0,55,55,44.3675,1,364.07,363.025,314.6685,1,31.96201,31.20001,21.7773045,1,296.2,290,194.925,1,782.2371,776.244,551.869125,1,101.9237,101.2048,71.7906235,1,603.625,600.5,504.73875,1,36.9409,36.51177,33.0197295,1,122.55,121.6,105.6775,1,16.6,16.6,17.303,0,NA,NA,NA,NA,49.05,49,54.585,0,108.77,107.37,88.1595,1,136.1,135.15,117.846875,1,735.3,725.25,673.6625,1,297.675,294.625,246.034,1,NA,NA,NA,NA
31-07-2012,36.975,36.75,28.03875,1,315.75,308.45,341.3975,0,48.625,48,43.86875,1,364.23,356.06,310.8585,1,27.63001,27.00601,21.144304,1,270.9,268.2,189.36,1,731.542,718.6226,535.49392,1,100.821,97.25528,70.1124615,1,579.125,568.125,496.30375,1,37.11971,36.83362,32.94642,1,119.3,118.55,104.5625,1,15.99,15.83,17.448,0,NA,NA,NA,NA,49.25,48.85,55.97,0,107.34,106.56,86.684,1,129.6375,128.625,116.745,1,691.15,676,673.315,1,293.875,289.925,242.882,1,NA,NA,NA,NA
29-06-2012,37,36.025,27.81875,1,343.65,322.6,346.45,0,49,48.7,43.56875,1,388.855,377.005,305.8915,1,26.838,26.17201,20.7297035,1,223,221.35,184.49,1,672.3486,661.4432,522.10786,1,88.65193,87.44231,68.5076515,1,598.625,587.275,489.4975,1,37.26275,36.83362,32.871322,1,114.55,113.05,103.2775,1,16.8,16.8,17.5735,0,NA,NA,NA,NA,50.4,49.4,57.0475,0,116.64,115.4,85.1355,1,119.1125,115.375,115.31,1,653.2,647.75,673.09,0,281.775,276.025,239.61525,1,NA,NA,NA,NA
31-05-2012,33.3,33,27.71875,1,363.45,344.3,350.065,0,50.5,50.5,43.7,1,402.155,378.11,299.8875,1,25.37401,25.20001,20.487904,1,198.5,198.1,181.9475,1,644.201,642.0887,511.588135,1,82.52611,81.61282,67.8372605,1,602.05,590.5,481.57,1,32.4708,31.86287,32.8176805,0,104.3,101.25,102.5375,0,15.8,15.8,17.696,0,NA,NA,NA,NA,49.25,45.25,58.465,0,111.81,108,83.4475,1,126.0125,123.7875,114.401875,1,654.65,643.65,674.815,0,253.1,247.675,236.926,1,NA,NA,NA,NA
30-04-2012,35.875,34.4,27.52625,1,355.05,355,351.8925,1,47.25,46.35,43.44,1,352.68,350,293.09575,1,24.00001,24.00001,20.2944035,1,196,195.6,179.12,1,718.8682,712.2857,505.62704,1,84.89677,83.55598,67.4687885,1,554.475,553.7,473.24875,1,34.83101,34.65221,32.805164,1,111.85,110.9,102.7225,1,16.315,16.01,17.804,0,NA,NA,NA,NA,48.95,48.5,59.945,0,111.06,108.24,81.86475,1,128.0125,126.5,113.360625,1,673.6,672.3,678.7425,0,271.25,270.175,236.71775,1,NA,NA,NA,NA
30-03-2012,30.25,29.3,27.09125,1,367.85,360.2,352.285,1,43.175,43,43.26375,0,324.2,319.995,289.275,1,23.34001,22.60801,19.844703,1,191.95,186.4,176.0125,1,600.7761,595.3726,493.24555,1,79.12072,76.27399,66.2037895,1,559.125,554,466.16375,1,34.68797,33.68667,32.62636,1,106.6,104.6,102.36125,1,14.35,14.25,NA,NA,NA,NA,NA,NA,48.1,47.6,61.3025,0,114.42,112,80.27525,1,120.8125,118.05,111.741875,1,673.3,670.3,676.4125,0,259.925,254.875,233.8265,1,NA,NA,NA,NA
29-02-2012,29.475,28.275,26.86875,1,349.85,338.5,351.805,0,41.275,39.225,43.46375,0,317.055,314.1,286.08175,1,22.266,22.20001,19.4277025,1,180.95,180.2,171.8225,1,630.5939,574.6918,484.34198,1,76.8035,75.77848,65.011902,1,524.275,521.5,459.28375,1,33.82971,33.25754,32.306301,1,104.05,102.9,101.9725,1,17.505,16.1,NA,NA,NA,NA,NA,NA,51.1,50.75,62.8375,0,108.52,106.8,77.85225,1,121.2375,120.4875,110.60375,1,663.15,660.6,672.55,0,258.55,256.675,231.46475,1,NA,NA,NA,NA
31-01-2012,27.875,27.45,26.62375,1,291.4,281.6,353.4525,0,40.575,40.575,44.0075,0,299.53,292.41,281.738,1,18.492,18.36,19.0549525,0,175.05,171.5,167.815,1,441.3224,422.0661,474.28647,0,72.93175,69.75954,63.478261,1,501.65,492.025,453.99875,1,31.00461,30.39667,31.9111445,0,94.2,93,102.035,0,15.02,15.005,NA,NA,NA,NA,NA,NA,53,51,64.12,0,96.19,89.8,75.5665,1,109.4125,107.525,109.09375,0,697.85,689.95,668.8345,1,246.05,239.925,228.13225,1,NA,NA,NA,NA
30-12-2011,23.5,23.25,26.425,0,271.05,267.15,359.0625,0,40.5,40.5,43.9375,0,259.235,257.71,277.192,0,15.582,15.144,18.7882525,0,134.4,132.25,163.36,0,421.7223,415.5818,473.88366,0,58.8924,54.40855,62.048822,0,495.275,488,447.855,1,31.00461,30.21787,31.578569,0,99.45,98.3,101.96,0,15.3,15.1,NA,NA,NA,NA,NA,NA,45.5,45,65.28,0,77.04,76.91,73.6,1,96.9875,96.25,108.4025,0,652.05,648,661.8395,0,213.425,211.05,225.272,0,NA,NA,NA,NA
30-11-2011,24.35,23.5,26.48,0,274.95,270,365.2525,0,46.95,45.025,43.99125,1,287.935,286.12,274.62425,1,16.692,16.584,18.6253525,0,170.5,166,161.2175,1,416.5643,404.9221,469.693455,0,61.24362,60.74326,61.187272,0,500.725,495.5,441.64125,1,30.79004,30.75428,31.2316895,0,95.3,94.35,101.495,0,15.78,15.78,NA,NA,NA,NA,NA,NA,46.55,46.1,66.785,0,82.75,82.05,72.81425,1,95.95,95.0125,108.48375,0,641.7,625.3,657.3765,0,221.25,214.6,224.603,0,NA,NA,NA,NA
31-10-2011,24.05,23.6,26.455,0,310.2,306,371.5525,0,47,46.3,43.295,1,315.955,303.2,270.42175,1,23.01001,22.824,18.3636025,1,195.05,190.5,157.0275,1,532.3967,530.53,465.377985,1,66.55331,66.2667,59.681321,1,501.075,486.25,433.4875,1,32.68537,31.82711,30.716734,1,101.3,99.75,100.7,0,18,17.11,NA,NA,NA,NA,NA,NA,54.85,53.65,67.43,0,71.09,70.7,71.663,0,110.9375,110.25,108.16625,1,688.85,678.1,652.4635,1,245,238.575,223.208,1,NA,NA,NA,NA
30-09-2011,23.8,23,26.365,0,312.35,290.5,372.6725,0,42.875,41.85,42.77,0,315.755,312.705,263.67375,1,22.45801,21.90001,17.734502,1,209.3,206.55,151.595,1,515.2036,512.9931,455.808795,1,61.66626,61.05416,57.8127275,1,491.375,487.975,425.64,1,31.61254,30.82581,30.1231045,1,103,97.75,99.86625,0,16.605,16.605,NA,NA,NA,NA,NA,NA,53.1,52.8,67.6525,0,73.09,68.7,70.7025,0,102.2875,101.5,107.208125,0,640.9,636.25,643.024,0,233.825,232.2,219.482,1,NA,NA,NA,NA
30-08-2011,22.875,22.2,26.35,0,324.9,323.4,374.3075,0,43.05,41.05,42.41,0,328.605,325.1,257.147,1,22.614,21.84001,17.1327015,1,199.05,193,145.2075,1,527.5826,520.7054,445.69925,1,59.77654,57.71193,56.2280785,1,475.525,473,418.0475,1,32.89993,31.82711,29.608149,1,110.75,108.65,98.73625,1,19.285,17.505,NA,NA,NA,NA,NA,NA,55.75,54,68.0375,0,67.01,65.42,69.81475,0,103.2625,97.05,106.42875,0,662.65,650.15,634.8175,1,235.975,229.4,215.946,1,NA,NA,NA,NA
29-07-2011,25.7,25.575,26.38375,0,383.7,375,375.0475,0,45.05,45.05,41.94125,1,313.4,311.5,249.3995,1,23.89201,23.82,16.4860516,1,205.5,196.25,139.315,1,526.3054,522.6703,435.29497,1,68.07384,66.07724,54.769006,1,487.95,480.5,410.72875,1,35.18862,34.79525,28.8178355,1,104.05,103.65,97.285,1,21.125,20.1,NA,NA,NA,NA,NA,NA,60.95,60.3,68.3575,0,72.61,72.3,69.056,1,121.7,119.7625,105.760625,1,689,675.3,627.313,1,243.4,240.55,212.38,1,NA,NA,NA,NA
30-06-2011,24.125,23.7,26.17125,0,372.6,371.2,374.82,0,41.65,41,41.32625,0,318.51,313.21,242.128,1,23.256,23.13601,15.7282512,1,177.95,176.5,132.9575,1,505.2316,499.0912,424.261915,1,59.25674,58.48919,52.766091,1,491.175,483.475,403.51875,1,31.89863,31.82711,27.9613645,1,114,113.5,96.02625,1,18.5,17.6,NA,NA,NA,NA,NA,NA,61.65,60.7,68.0825,0,76.9,76.22,67.259,1,123.6875,122.375,103.889375,1,706.3,696.2,620.5305,1,251.555,247.615,209.04125,1,NA,NA,NA,NA
31-05-2011,26.625,25.825,26.06375,0,360.05,355.05,372.0625,0,41.125,40.075,41.06125,0,313.34,305,234.41375,1,21.00001,20.61,15.0091513,1,179.9,172.1,127.7,1,509.3088,485.3367,414.302195,1,59.91742,59.46077,51.054165,1,446.825,437.5,396.47375,1,31.61254,30.68276,27.172982,1,117.6,111.75,94.12875,1,18.05,18,NA,NA,NA,NA,NA,NA,63.4,61.65,67.84,0,81.89,81.47,64.9345,1,128.7,127.225,101.533125,1,684.05,669.8,611.7995,1,239.955,231.5,204.567,1,NA,NA,NA,NA
29-04-2011,27.75,26.875,26.06875,1,364.45,353,369.6375,0,41.25,41.225,40.75625,1,277.46,269.04,225.7755,1,19.974,19.86601,14.35860085,1,184.5,183.5,122.9875,1,519.2317,515.7931,402.515095,1,67.9621,67.23828,49.220305,1,452.175,440.125,389.95,1,31.14765,30.75428,26.5175585,1,101.15,97.7,91.80875,1,18.36,18,NA,NA,NA,NA,NA,NA,67.05,67,67.825,0,79.4,78.22,62.404,1,130.3,128,99.358125,1,706.8,695.8,605.4925,1,229.555,228.1,200.82175,1,NA,NA,NA,NA
31-03-2011,24.525,24.275,25.75875,0,348.35,337,364.805,0,41.5,41.5,40.44375,1,252.58,251.105,218.904,1,16.068,14.706,13.7163009,1,174.3,170.3,117.515,1,515.1053,505.6246,390.273605,1,67.99612,67.13626,46.813456,1,407.05,404.5,382.5125,1,32.04167,31.89863,25.7847485,1,96.1,94.8,89.8725,1,17.66,17.66,NA,NA,NA,NA,NA,NA,59,58.75,67.6275,0,74.14,72.8,59.9185,1,119.4875,116.2,96.593125,1,701.2,692.7,594.896,1,234.585,230.51,196.699,1,NA,NA,NA,NA
28-02-2011,23.95,23.75,25.57375,0,321,316,358.645,0,41.5,40.1,39.9575,1,240.07,236.4,213.332,1,14.838,14.64,13.27965095,1,154.1,153,112.005,1,425.21,420.838,381.18337,1,59.7231,56.45373,44.337381,1,410.65,404.95,378.8375,1,31.32646,29.43113,24.8735635,1,99.75,98.15,88.50875,1,19.4,19.4,NA,NA,NA,NA,NA,NA,57.9,57,67.23,0,63.4,62.69,57.71,1,110.6125,108.75,93.63125,1,629.2,623.1,585.1965,1,205.225,203.5,192.46525,1,NA,NA,NA,NA
31-01-2011,26.6,26.25,25.36125,1,391.3,380,353.9975,1,39.5,38,39.3825,0,257.75,248.205,207.2675,1,16.26,16.08,12.857851,1,181.4,173.5,107.3725,1,401.6309,389.0554,379.365815,1,57.07554,54.564,42.0952145,1,412.025,402.625,373.43125,1,30.03907,29.03777,24.002645,1,93.7,88.3,86.66375,1,19.615,19,NA,NA,NA,NA,NA,NA,66.9,65.4,67.09,0,69.12,65.25,55.83525,1,122.6875,119.5,90.425,1,628.35,616.1,577.184,1,204.73,199.62,189.66975,1,NA,NA,NA,NA
31-12-2010,32.175,32.025,25.15875,1,406.05,399,346.5075,1,45.025,45,39.18625,1,287.87,281.1,199.78,1,19.302,18.726,12.34725105,1,184.9,182.5,101.65,1,454.733,453.1119,377.165095,1,68.36046,68.00097,39.915229,1,434.925,433.05,364.67625,1,35.47471,34.9383,23.233645,1,100.25,98.65,84.74,1,19.5,19.5,NA,NA,NA,NA,NA,NA,76.75,73.15,66.995,1,79.26,78.55,53.738,1,114.0625,113.5625,86.376875,1,728.35,718,567.5625,1,234.635,229.205,186.65575,1,NA,NA,NA,NA
30-11-2010,32.575,32.1,24.45375,1,416.8,409,334.6625,1,42.625,41.95,38.09,1,264.89,255.995,189.8455,1,19.338,18.96,11.57115105,1,173.5,168.05,94.805,1,463.8208,447.0698,365.147115,1,68.7248,67.62206,36.9368465,1,443,425.175,354.905,1,35.61775,34.68797,21.96006,1,93.6,92.45,82.3025,1,18.5,18.5,NA,NA,NA,NA,NA,NA,70.8,70,65.17,1,76.37,74.01,50.53,1,100.9375,96.875,82.3,1,686.65,678.2,548.4145,1,228.54,225.85,180.42575,1,NA,NA,NA,NA
29-10-2010,35,34.15,23.53375,1,415.95,410.05,320.07,1,51.625,49.625,37.30875,1,268.775,265,180.53275,1,22.00201,20.04601,10.71375105,1,172.15,166.3,88.3225,1,461.9541,446.9716,350.260345,1,75.24411,71.87758,33.83993125,1,440.075,434.625,344.535,1,36.18992,35.61775,20.54564915,1,99.75,98.55,80.1025,1,19.25,19.11,NA,NA,NA,NA,NA,NA,78.75,78.1,63.2825,1,82.88,80.63,47.43325,1,100.95,100.25,78.52875,1,687.7,677,528.204,1,227.99,223.7,173.86575,1,NA,NA,NA,NA
30-09-2010,29.45,27.025,22.49,1,400,398.6,305.1525,1,45.3,44.8,35.70375,1,266.32,265,171.026,1,21.504,21.00001,9.73335055,1,141.95,140.5,81.845,1,524.9791,522.4738,334.798835,1,75.15667,74.44741,30.357784,1,435.625,433.5,334.16375,1,32.22047,31.86287,19.10413175,1,108,105.1,77.39375,1,17.96,17.415,NA,NA,NA,NA,NA,NA,78.85,78.3,61.03,1,80.155,78.605,43.81975,1,105.1875,102.9,74.73375,1,733.2,701.65,506.564,1,248.935,242.67,166.91375,1,NA,NA,NA,NA
31-08-2010,27.175,26.625,21.74,1,362.9,355,290.8875,1,43.725,43.25,34.73875,1,276.265,268.525,161.65375,1,15.006,14.106,8.80845055,1,133.85,129.1,76.9025,1,471.2384,466.7682,317.02117,1,59.59679,57.52732,26.88608115,1,412.775,394.5,322.98875,1,31.25493,30.79004,17.89713375,1,104.625,102.5,74.1925,1,NA,NA,NA,NA,NA,NA,NA,NA,76.1,75.55,59.15,1,79.27,78.6,40.39225,1,95.6375,94.6125,70.925625,1,627,613.3,485.22,1,213.425,211.23,159.095,1,NA,NA,NA,NA
30-07-2010,25.8,25.5,21.1625,1,358.25,355,279.5275,1,47.175,46.55,34.2075,1,260.335,257.5,152.31525,1,15,14.94,8.25300055,1,108.15,107.55,72.32,1,422.7047,418.5293,300.812985,1,55.28297,53.63128,24.2173905,1,421.525,419,312.5,1,28.28679,28.25103,16.7729577,1,98.825,98.275,71.06125,1,NA,NA,NA,NA,NA,NA,NA,NA,78.8,78.4,57.615,1,65.96,65.555,37.0415,1,98.05,94.5,67.585,1,596.05,590.8,468.734,1,212.69,208,153.4155,1,NA,NA,NA,NA
30-06-2010,24.575,24.3,20.56375,1,382.8,379.7,267.81,1,52.15,48.825,33.61,1,230.18,229.505,143.74625,1,14.811,14.535,7.68300055,1,100.8,98.25,68.7575,1,429.4837,416.9573,284.371467,1,46.13068,44.69274,21.8093265,1,418.575,416.5,301.0975,1,25.92658,25.28288,15.753632,1,105.3,102.2,68.16875,1,NA,NA,NA,NA,NA,NA,NA,NA,76.75,76,56.055,1,62.805,60.61,34.3225,1,91.0375,88.9,64.40125,1,588.84,574.12,453.626,1,191.9,187.9,147.39475,1,NA,NA,NA,NA
31-05-2010,23.9,23.5,20.1375,1,403.6,395,256.4725,1,39.175,38.55,33.20125,1,208.61,207.5,137.0115,1,13.158,12.483,7.1454006,1,85.95,85.5,65.8425,1,433.2662,429.3363,268.627497,1,44.34297,43.24508,19.86106305,1,378.775,363,289.65875,1,24.3531,23.88821,14.94093205,1,92.7,91.775,64.94375,1,NA,NA,NA,NA,NA,NA,NA,NA,76.2,75.75,55.2225,1,56.86,55.55,32.0475,1,95.5875,91.325,62.010625,1,557.95,552.3,441.831,1,188.845,186.5,142.91275,1,NA,NA,NA,NA
30-04-2010,24.6,24.5,19.96625,1,394.85,393,249.9475,1,41.575,39.5,33.5175,1,207.88,207.4,132.51675,1,12.324,12.066,6.9268507,1,91.55,90.05,64.2825,1,337.9182,333.5462,265.957652,1,41.6614,40.82099,18.17415505,1,371,368,280.83375,1,24.06702,23.95973,14.42168555,1,90.15,89.4,62.58625,1,NA,NA,NA,NA,NA,NA,NA,NA,75.6,74,54.6625,1,61.325,61.01,30.69425,1,98.6125,95.3625,59.661875,1,562.79,559.4,435.373,1,200.045,198.3,139.619,1,NA,NA,NA,NA
31-03-2010,23.85,23.75,19.885,1,400.95,384.3,245.87,1,33.025,33.025,33.99875,0,203.885,202.61,128.269,1,11.457,11.406,6.8175007,1,86.7,86.4,63.0575,1,330.2549,328.3883,275.455612,1,31.1246,30.76026,16.75856155,1,337.65,336.5,272.5225,1,20.49093,20.27637,14.03089155,1,79.4,78.775,60.365,1,NA,NA,NA,NA,NA,NA,NA,NA,59.45,57.3,55.195,1,59.725,58.5,29.42775,1,89.6,87.825,57.645625,1,543.44,523.2,430.6685,1,193.35,189.725,136.00025,1,NA,NA,NA,NA
